ID,account_type,gender,age,region_code,dc_cons_apr,dc_cons_may,dc_cons_jun,cc_count_apr,cc_count_may,cc_count_jun,dc_count_apr,dc_count_may,dc_count_jun,card_lim,personal_loan_active,vehicle_loan_active,personal_loan_closed,vehicle_loan_closed,investment_1,investment_2,investment_3,investment_4,debit_amount_apr,credit_amount_apr,debit_count_apr,credit_count_apr,max_credit_amount_apr,debit_amount_may,credit_amount_may,credit_count_may,debit_count_may,max_credit_amount_may,debit_amount_jun,credit_amount_jun,credit_count_jun,debit_count_jun,max_credit_amount_jun,loan_enq,cc_cons
11919,current,M,32,692.0,17283.08269170494,6800.670659278034,14382.217992475727,2.0,5.0,27.0,3.0,10.0,16.0,107846.0,,,,,,,,,133098.43288561,454093.8017895742,33.0,2.0,290173.4527816351,918904.9783270485,285150.4497596797,9.0,41.0,338112.22295520647,869565.2141008452,799878.2281519284,15.0,43.0,4581.330375726454,,5018.0
18576,current,M,31,713.0,6810.83114155908,36723.841959450285,6567.907397414774,9.0,1.0,10.0,23.0,10.0,15.0,42983.0,,,,,,,,,219968.93204840427,146535.5966334091,9.0,6.0,344640.5339679895,959667.4257931936,996111.009814678,3.0,24.0,152276.63104517286,781152.0933541502,1302027.2904513136,10.0,31.0,211310.13465433192,,7702.0
73,current,M,36,535.0,,29505.203852739472,,8.0,7.0,27.0,,1.0,,12733.0,,,,,,,,,467154.9850498118,650737.1037560389,15.0,3.0,419965.41194409213,520325.2105408035,379271.82513046055,2.0,8.0,404808.69825209037,982615.8673813223,221578.38275240426,6.0,7.0,247573.58423458785,,14205.0
8255,saving,M,30,522.0,,,,12.0,11.0,29.0,,,,191509.0,,1.0,,,,,,,518060.8881179747,292629.4898656064,9.0,3.0,553407.3013899575,9186.860207280855,309628.13659325,2.0,8.0,376562.29248996393,596639.0964395065,486725.999918554,7.0,2.0,456048.0905056232,,13124.0
13333,current,M,38,510.0,,,,4.0,17.0,27.0,,,,205185.0,,,,,,,,,5463492.51833174,583614.8476654538,,1.0,160404.93575183835,,606101.0449568912,2.0,0.0,632462.750704601,,709032.9543653831,2.0,6.0,434234.9136522113,,4801.0
11889,current,F,35,845.0,,23143.673437279533,,,2.0,21.0,,2.0,,70593.0,,,,,,,,,546363.0432802029,321396.0891874014,2.0,3.0,333109.48262398853,351091.9829791068,213158.6256260976,3.0,3.0,523844.1014950122,1984805.6464951253,1809679.994442233,4.0,3.0,596103.1090741731,,11498.0
16130,saving,M,38,619.0,5280.995591643145,,10396.19381105998,7.0,19.0,20.0,4.0,,2.0,104600.0,1.0,,,1.0,,,,,232445.2965358788,362567.35602217703,18.0,3.0,249769.67754861034,733352.3674212792,68053.1638949972,6.0,17.0,219984.82545822288,363717.2277619386,1484434.4065860515,5.0,31.0,418906.4509613217,,12421.0
7452,current,M,36,815.0,16016.271312692583,,,11.0,13.0,22.0,1.0,,,121068.0,,,,,,,,,53735.77314577702,624153.7376904831,1.0,2.0,113563.57600221164,207179.6412157181,450811.0915804389,2.0,2.0,405899.58948996686,438011.0711496967,1898941.9835404863,4.0,3.0,326964.0080069948,,17807.0
15492,current,M,29,802.0,12838.117269100308,9812.526079197534,4993.628126760576,3.0,4.0,14.0,4.0,10.0,6.0,44845.0,,,,,,,,,36604.07744528112,17793.20563261114,21.0,4.0,219487.8063982776,964659.0721205928,90736.17181605053,1.0,22.0,72315.54693463126,668988.9415439324,1545782.2059006132,3.0,26.0,512621.98374232795,,13639.0
873,current,M,32,224.0,7399.685685961261,224615.99453489613,23426.72500159839,6.0,20.0,4.0,7.0,4.0,16.0,60704.0,,,,,,,,,287175.32825203124,416735.62983645673,40.0,22.0,116011.06257016346,180993.0111478784,517511.7828284949,28.0,53.0,455964.4090588517,649674.3484915328,879884.9360526435,7.0,74.0,332811.8291198031,,7622.0
3319,saving,F,30,629.0,11319.800721665037,,11383.762663022757,6.0,,17.0,3.0,,2.0,73892.0,,,,,,,,,60267.57935720441,63081.70228998751,8.0,2.0,506518.4339453721,860154.3623776649,48805.05667742922,1.0,4.0,278499.6687307122,1314978.1218548266,610364.4847633125,4.0,8.0,626025.1657312533,,2454.0
4717,current,M,32,521.0,,,,10.0,7.0,33.0,,,,18679.0,,,,,,,,,1319302.981653409,488894.7893642947,3.0,1.0,157027.92800854606,229928.4146418607,532752.772861617,2.0,1.0,276093.7772683914,925541.48581627,1278100.7107740869,1.0,6.0,439999.4907623075,,20248.0
19725,saving,M,37,509.0,,,15100.318861623084,14.0,9.0,8.0,,,2.0,602419.0,,,,,,,,,422589.65815638495,396561.62654321,8.0,1.0,194442.69723488868,691896.7998256903,439093.1509039455,2.0,4.0,439316.81567213376,306202.3123902334,1178079.9002757512,3.0,11.0,547476.6261136549,,11804.0
6090,current,F,23,240.0,43964.183500373314,6985.690187402274,14302.992038725746,10.0,16.0,9.0,21.0,11.0,27.0,37508.0,,,,,,,,,6938742.601585591,6354208.6180928275,34.0,11.0,2835773.640833669,723595.5935496135,671845.8602543286,1.0,13.0,339834.0843477528,1392013.6780438705,1427195.5024952216,6.0,28.0,194780.264988964,,19321.0
16673,current,M,47,514.0,9497.973996967125,40928.355837022216,10432.895213318066,11.0,20.0,20.0,7.0,7.0,5.0,229970.0,,,,,,,,,60174.62371750718,17347.13667741585,28.0,12.0,374079.8163035837,838431.3276611646,557092.0059987458,4.0,43.0,67285.61223159886,1775822.3396503525,295437.55698487296,4.0,13.0,398482.9752642125,,16200.0
3885,saving,M,36,893.0,16499.326919839354,23079.99790951509,,2.0,6.0,28.0,8.0,4.0,7.0,71700.0,,,,,,,,,532228.0498218094,644409.8592830428,10.0,14.0,289231.0582136917,1102575.0658929918,729352.5261076255,4.0,20.0,64078.31738414332,516331.57969542657,1913748.6573624448,2.0,11.0,540288.8664917689,,375.0
1078,saving,M,37,327.0,9966.729023186175,37355.27264949431,7975.092167892826,1.0,1.0,,12.0,24.0,34.0,175287.0,,,,,,,,,313049.98652698746,624150.097503065,16.0,4.0,571737.2077853159,900436.6258795846,449830.90375688893,6.0,29.0,438244.7718196681,787515.0359286666,1837946.7889273304,6.0,57.0,452365.18873659,,18248.0
3538,current,M,30,968.0,,,,12.0,5.0,29.0,,,,33538.0,,,,,,,,,274351.0274073,433672.39095049945,8.0,15.0,577882.9132135465,43247.081834750985,581565.0644996061,9.0,12.0,165189.02880799153,1355464.7446063177,1118668.7808536452,19.0,5.0,25152.66734778385,,129.0
16543,current,M,44,846.0,15210.456547650996,10773.938717768897,8775.31614087415,5.0,4.0,20.0,8.0,15.0,16.0,9302.0,,,,,,,,,21490.095916162256,357938.22911477287,23.0,4.0,286486.85880365694,1030534.5025647392,165126.47564576395,4.0,27.0,617958.0575217423,513052.24144119385,1956688.2397603882,9.0,18.0,565198.5420131325,,5572.0
7319,saving,M,33,539.0,,,,28.0,20.0,9.0,,,1.0,49189.0,,,,,,,,,12659.471988622254,158490.91696469864,4.0,2.0,267557.50874334556,826176.770882783,787456.4582585073,2.0,3.0,431559.3737322854,1424229.5442908837,414354.1629093846,4.0,0.0,445133.8301637004,,14241.0
3695,current,M,34,632.0,,,,1.0,5.0,23.0,,,4.0,126579.0,,,,,,,,,350955.0451730573,423777.4434007117,12.0,3.0,255659.85675722203,962615.2232525428,705374.9729562256,11.0,7.0,245676.2673183644,1627780.5028912718,1613336.5579232192,4.0,16.0,67506.10517323419,,1987.0
3955,current,F,35,541.0,78.37583016453308,31831.982044986948,6864.501118256174,7.0,10.0,54.0,10.0,8.0,9.0,220346.0,,,,,,,,,612309.8618406308,420833.76651986135,9.0,3.0,515006.15050279634,321950.93723619997,75913.61249163597,5.0,16.0,365976.1690271679,1678773.8382683275,937932.1370291436,7.0,24.0,102578.61513414489,,14600.0
14103,current,M,34,973.0,7882.524490873878,23050.55147014816,,6.0,7.0,9.0,1.0,4.0,1.0,70143.0,,,1.0,,,,,,372301.1020140621,209408.22566180868,21.0,5.0,461156.6573135285,442780.824990556,627838.7341525449,4.0,16.0,275110.57365494623,1000453.36873309,767693.2287325913,5.0,19.0,408234.9008834845,,8402.0
6053,current,M,30,225.0,,41780.86063843078,1134.0546561407386,12.0,9.0,6.0,,1.0,1.0,16024.0,,,,,,,,,48701.02366485962,,5.0,0.0,,1088628.8908448005,737596.0706927341,2.0,1.0,526464.8423846805,193894.79359333808,1172507.8519416624,1.0,2.0,471643.9154390688,,7334.0
18641,current,F,49,477.0,,28950.901943286783,3366.2475776586066,,16.0,29.0,,1.0,1.0,79770.0,,,,,1012529.2578544893,,,,258570.1602903327,383619.33617033047,23.0,1.0,480572.90894192655,328188.62009876553,723074.9994035552,9.0,31.0,177113.41060024718,1579405.144310364,276954.67405851075,10.0,18.0,631631.0519273685,Y,12698.0
963,current,M,34,349.0,,3976.415484017372,,,29.0,3.0,,2.0,,7587.0,,,,,,,,,379304.2247604928,507837.9351693966,19.0,3.0,248567.8053769943,357129.5099481193,710369.9238890114,9.0,14.0,592532.6299741633,1825436.2538352385,27486.594631117987,16.0,14.0,586544.0915741138,,24172.0
13756,saving,M,28,508.0,18166.627656449924,,,11.0,14.0,23.0,3.0,,4.0,59234.0,,,,,,,,,360111.7482354733,181491.96542758856,38.0,4.0,115770.50851394628,953280.211741302,508855.117942461,5.0,21.0,396501.37259410025,855948.0594493094,1562815.0953058468,19.0,19.0,188491.34142600343,Y,891.0
15299,current,M,36,694.0,3773.74622399216,,,6.0,11.0,16.0,3.0,,,71967.0,,,,,,,,,177581.99232027878,105814.60230905276,13.0,6.0,324211.4975545513,1001206.2625100092,36774.22812277227,4.0,6.0,522027.7538318069,549564.540905345,113786.78782531875,4.0,13.0,491457.5106214782,,88.0
9329,current,M,43,243.0,,,,,6.0,10.0,,,1.0,4294.0,,,,,,,,,221851.23980939048,357818.25897434825,6.0,3.0,552049.3904787378,543794.2618867531,,0.0,2.0,,1738215.4978379374,1157393.6636757285,2.0,3.0,606162.134397104,,15682.0
16509,current,M,33,313.0,2520.414337474252,37456.190975561556,6557.118879583766,3.0,11.0,16.0,6.0,1.0,8.0,39112.0,,,,,,,,,602241.09765587,427243.7669674072,18.0,3.0,522282.9445611846,20690.186820104762,428525.74742017005,5.0,15.0,398982.1990959607,1154946.573812068,263973.6981027277,4.0,22.0,486647.7594011265,,1345.0
2513,current,M,44,681.0,,,,18.0,17.0,24.0,,,,845872.0,,,,,,,,,554320.0548661399,129054.4994569992,8.0,3.0,476343.2643420654,731696.449727998,381894.1284435271,1.0,7.0,374570.6863925351,40315.164131339196,1697412.7711644603,2.0,24.0,482903.4033187478,,13549.0
12185,current,M,39,320.0,9151.929130207653,,12788.695123382957,1.0,5.0,3.0,1.0,,2.0,181054.0,,,,,,258030.87797491712,,,466933.6045712552,434706.7197270008,20.0,3.0,481050.1191557989,193911.87007106087,204440.3593956879,5.0,8.0,149542.36364066385,1628377.4683487904,1926337.4402124442,10.0,15.0,92291.64020729653,,13935.0
19112,current,M,41,526.0,,41749.77782837592,,1.0,1.0,23.0,,1.0,,81112.0,1.0,,,1.0,,1926660.9498517103,,,96157.31518679217,151815.98129390515,26.0,2.0,167288.0213282465,108217.169843142,328800.52129692194,1.0,16.0,265437.27060827106,833447.5332595783,772830.5550712933,5.0,4.0,137675.73928756267,,14714.0
11595,current,M,31,625.0,,15797.532077177913,,7.0,9.0,,,1.0,,40078.0,,,,,1112463.9606703478,,,,512497.94762572134,,4.0,,,226087.76263112648,,0.0,4.0,,551672.1496485275,1839775.969881888,8.0,12.0,367645.7633702002,Y,17576.0
7853,current,F,41,880.0,,,,2.0,4.0,21.0,,,2.0,68983.0,,,,,,,,,275018.9405423391,415521.2084361029,11.0,4.0,560436.9957584388,533525.1306776754,453418.40710201475,5.0,14.0,332488.97806458536,1488458.1933585159,1575901.0378931134,4.0,14.0,273692.69372796675,,29151.0
16597,current,M,31,233.0,,,,5.0,,3.0,,,,3949.0,,,,1.0,,,,,314868.13251152285,316001.0244389143,11.0,12.0,432521.9864390229,1042123.1608093716,2945.069742604879,2.0,11.0,149881.07515873437,388791.5293006,1608165.8442043238,6.0,1.0,107659.728188172,,4007.0
1416,current,M,30,751.0,,,,5.0,13.0,30.0,,,,55384.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,18820.0
11429,current,M,36,547.0,,,,60.0,61.0,95.0,,,,29529.0,,,,,,,,,289670.0026442181,,4.0,,,,,,,,,1152334.0934200971,1.0,,39889.6335006328,,8334.0
17462,current,F,31,512.0,,,,6.0,3.0,32.0,,,,97139.0,,,,,,,,,460946.8242261706,403385.6569464794,17.0,4.0,477956.5721306951,497911.9144596146,582678.306104162,23.0,40.0,532577.9233969628,105560.67220064523,1470820.761049571,23.0,44.0,69180.74070825189,,14812.0
5730,current,M,40,596.0,456.7833803434262,42882.486518341866,6354.78470059658,11.0,14.0,10.0,3.0,9.0,6.0,398907.0,1.0,,1.0,,,,,,458170.9603880576,116403.1502344419,9.0,1.0,146072.89407095517,938615.859010436,575547.4542274745,1.0,19.0,158001.94910370614,542246.245090646,971475.404163394,9.0,9.0,315462.5071834527,,13414.0
16161,current,M,34,721.0,8334.544332013875,18516.454722736547,13149.69134566607,1.0,2.0,10.0,2.0,7.0,5.0,109339.0,,,,,,,,,120923.26501485832,622480.7602768014,30.0,3.0,353843.4975605015,865424.9257185877,223673.05781538645,8.0,32.0,263435.4517984409,1431919.030016987,1667768.8284280503,5.0,15.0,106192.37103480431,,17736.0
12624,current,M,30,761.0,,2209.620056060092,,7.0,13.0,14.0,,2.0,,119706.0,,,,,,,,,21632.43381592426,,6.0,0.0,,785079.6490619944,795541.1911666907,1.0,5.0,478475.83050789,445986.065468262,1108736.6689907974,7.0,1.0,27089.8096228967,,17071.0
11137,current,M,29,237.0,10229.847502891054,23987.95279325493,10708.089602637752,6.0,18.0,4.0,1.0,2.0,5.0,53157.0,,,1.0,,,,,,234524.11763959785,108446.36141764473,27.0,6.0,344683.72045340185,958648.6892932882,804412.4683792847,13.0,20.0,446748.2580300953,1848656.9544557503,680023.9548970322,9.0,39.0,269911.95647766424,,13279.0
17345,saving,F,46,305.0,11458.739626650251,,,2.0,7.0,19.0,7.0,,,83407.0,,,,,,,,,673923.3949408471,611959.5427445055,2.0,3.0,415349.7506628817,1023716.7099595448,122108.97862241998,9.0,10.0,78551.84081087375,874960.0770690129,166845.45817616186,10.0,14.0,11590.627570225952,,3980.0
12036,current,M,32,558.0,,6815.04873875605,,5.0,6.0,11.0,,2.0,1.0,96942.0,,,,,,,,,387859.0080938621,11181.050642711132,24.0,31.0,593402.9881828469,327532.3458886401,1106269.274536065,2.0,18.0,456293.8219558197,775674.270778079,568403.6680945228,4.0,12.0,509680.6618012161,,6233.0
19408,saving,M,37,285.0,,,,9.0,5.0,17.0,,,,78540.0,,,,,,,,,,,,,,,,,,,,156362.07738522187,2.0,,552332.1833391658,,8777.0
10553,current,M,35,337.0,16676.677864881534,6602.089620862218,2371.7461735806532,6.0,8.0,28.0,5.0,11.0,9.0,163942.0,,,1.0,,,,,,148506.23414055063,507459.0806846251,13.0,5.0,355923.1823347596,385248.2949678885,803352.1355188319,3.0,15.0,427938.88761730545,1888503.9186508537,574306.3546687694,2.0,23.0,323907.62681824,,1853.0
1025,saving,M,43,507.0,,4623.4748629809255,,10.0,7.0,30.0,,1.0,,290350.0,,,,,,677404.4661804416,,,581431.2675453337,370113.6698867605,10.0,3.0,386281.99704138795,680597.0835523314,94172.78962436887,4.0,8.0,582837.5885296903,1825844.418691706,1126723.4014843223,2.0,7.0,103163.29359187213,,15080.0
10062,saving,M,48,517.0,,,,29.0,37.0,50.0,,,,142227.0,,,,1.0,,,,,72203.28363113829,19934.5718913552,5.0,4.0,126330.31827080932,908520.8085791469,500002.26560417784,2.0,2.0,440300.4299968145,717056.7047096964,431999.8537618232,3.0,3.0,180858.8543830089,,9132.0
15035,current,M,34,724.0,7062.951568720457,,6206.834289434244,,6.0,16.0,5.0,,8.0,170275.0,,,,,,,,,196235.9499279582,542683.4838084683,18.0,2.0,408372.61368405656,255552.76153943327,530215.4209658718,5.0,19.0,309785.70523527154,328352.68612485565,1935446.706487957,5.0,23.0,14274.496145294475,,13213.0
9922,current,M,30,215.0,,22787.373332060677,14011.641550039343,,1.0,7.0,,6.0,2.0,73640.0,,,,,,,,,279270.8144254792,586691.8545558586,25.0,3.0,117145.62204367314,834630.1354592709,1034718.2673863096,8.0,24.0,101440.98354984751,1758929.326644765,366049.36563313374,8.0,7.0,139080.63019700575,,1781.0
11886,current,M,34,820.0,,,,3.0,12.0,28.0,,,,38993.0,,,,1.0,,,,,,,,0.0,,,,,,,,,,4.0,,,11986.0
4234,current,F,36,568.0,,,,17.0,15.0,15.0,,,,334050.0,,,1.0,,,,,,658561.9286666267,517766.95818703825,22.0,2.0,283458.086567753,531277.0514974758,995591.3836138278,2.0,20.0,555226.5044411115,1032802.8589321051,356449.97037180763,10.0,19.0,467752.0155078432,,19148.0
3647,current,M,32,634.0,1981.5525406417792,29204.472642731464,3562.163329637872,16.0,22.0,19.0,12.0,5.0,23.0,83738.0,,,,,,,,,475027.7221841032,180861.064579849,8.0,1.0,573280.5223820555,485187.32145089284,384336.7110794229,5.0,12.0,339304.96507899795,1788471.9136495613,326565.5926458304,6.0,39.0,51178.03414196337,,4164.0
13234,current,M,33,748.0,11043.106047312323,21456.652528003146,1839.331999956445,13.0,30.0,17.0,1.0,14.0,11.0,98670.0,,,,,,,,,230900.35209586853,316977.29129537,12.0,2.0,462526.9299476989,1036232.1701516416,1097670.5101183937,4.0,19.0,341987.13346188306,1804793.3721050487,1173309.7646051312,8.0,22.0,129559.65662387475,,45402.0
8968,current,F,34,747.0,,18710.308915864483,9628.583091547043,4.0,11.0,4.0,,13.0,29.0,97843.0,,,,,3506372.604487081,,64948.77616315067,,490895.2728115581,67031.13087403215,17.0,4.0,279898.45105010533,311987.6399175775,537260.8020227329,13.0,39.0,565418.520872326,932202.5916954449,1570075.4004140669,3.0,39.0,103651.24757436721,,9177.0
6164,current,M,32,221.0,16113.911969967285,16167.347130593655,15054.760115857993,4.0,3.0,23.0,4.0,1.0,3.0,43100.0,,,,,,,152314.3780266178,,675689.8805206064,373238.2472350439,2.0,2.0,212605.37366924828,1005900.463794798,545651.260404154,5.0,2.0,65173.32559735224,414251.4148698373,1443484.5767052313,4.0,7.0,589220.4229100299,,10595.0
716,current,M,33,532.0,3395.023308848467,,8203.618833498931,14.0,11.0,30.0,1.0,,8.0,35551.0,,,,,,,,,156300.3180704391,87308.91793385905,4.0,3.0,484473.8876165428,212985.2470940516,609948.3787605413,3.0,10.0,133891.69740030266,1052682.750877964,992051.8122387804,11.0,10.0,591704.6548405213,,9174.0
14351,current,M,31,609.0,7130.984384545035,28153.58845787165,,3.0,22.0,8.0,3.0,1.0,4.0,45277.0,,,,,,,,,571063.3493412312,312377.514322137,8.0,4.0,272001.425434368,307989.8348982957,633721.8962832581,2.0,13.0,309819.5414553921,1848069.2534313363,306158.9771362496,2.0,9.0,621669.3136430851,,20094.0
10162,current,M,57,231.0,,,,16.0,10.0,21.0,,,1.0,237660.0,,,,,,339995.2844316598,,,504837.46194715326,47854.92862495017,7.0,4.0,139509.26571637535,875561.74453315,238794.53282361856,4.0,15.0,375448.9012470611,1941345.6543316715,449113.4689621292,4.0,24.0,169198.23722979391,,12478.0
13042,current,F,33,626.0,3825.7128057172986,11070.073517009523,12678.844791502292,8.0,31.0,5.0,3.0,15.0,12.0,54484.0,,,,,,,,,629350.013463888,644366.4445715267,31.0,2.0,142225.76685543678,389467.18765424064,957040.893149592,15.0,31.0,588929.3742420338,1158576.3777990807,1391789.834247827,4.0,34.0,438101.28265941,,20389.0
17788,current,M,32,514.0,9759.466300344558,,,2.0,1.0,22.0,2.0,,,40110.0,,,,,,,,,423225.0547898125,181928.85964461387,15.0,2.0,283180.3773294201,441022.6542823639,334278.69584483217,2.0,14.0,92444.1005316749,51625.9790469399,1206696.8917144348,14.0,29.0,67577.54527914124,,15006.0
4380,saving,M,38,661.0,,919.4918570647541,4605.983815414046,15.0,15.0,4.0,,6.0,5.0,24756.0,1.0,,,,,,,,278614.2461183252,555825.4045624054,16.0,2.0,346510.7878588684,793562.3390087313,1057862.7394410877,17.0,33.0,441463.6832990453,351977.3107449593,885439.7146444966,6.0,47.0,149873.59365434982,Y,10408.0
19509,saving,M,56,579.0,,,,17.0,12.0,8.0,,,,43922.0,,,1.0,,1326243.8650184942,,,,187557.52553062566,225658.29835549465,1.0,2.0,424378.1400603692,217162.31436227084,1102429.6197425642,1.0,2.0,600274.4053283198,1932810.0849669485,908743.087149437,5.0,6.0,342120.2592553046,,13160.0
5654,current,F,31,541.0,8628.337106267838,19677.30142425441,5209.388294215202,10.0,3.0,9.0,4.0,5.0,32.0,12878.0,,,,,,,,,644891.9210379883,625854.8063159464,15.0,4.0,202226.18397335825,723378.2554007325,164443.46944581493,2.0,15.0,274148.49790947646,1682697.618192244,679274.2851191346,3.0,38.0,525678.657556698,,9466.0
294,current,M,35,693.0,4675.408928787103,2072.809140778349,13046.981525358928,1.0,7.0,11.0,13.0,14.0,16.0,217094.0,,,1.0,,,504025.2533832525,,,575005.5708190805,35727.2574016218,36.0,7.0,54495.74164187195,689497.6219504627,182020.95966852453,6.0,18.0,146392.14121810065,399163.2511970407,1231954.548572597,15.0,25.0,273707.4060280645,,249.0
12664,current,M,44,653.0,10461.976059112414,32127.78621053892,,1.0,4.0,33.0,1.0,2.0,1.0,76119.0,,,,,,,,,181405.59043864906,559466.2602455785,2.0,2.0,555887.165826809,760547.0919122037,219530.3004800369,3.0,9.0,374212.7728238872,727020.4690363177,611331.3609823381,5.0,15.0,375842.00293034967,,19532.0
1800,current,M,35,230.0,,24931.614191282217,,8.0,7.0,,,1.0,,73205.0,,,,,,,,,475500.6733534342,450388.6566697293,4.0,2.0,298855.06399833533,898146.7151622211,1088425.1158977926,5.0,4.0,487731.7645224332,688855.7349856787,1801842.6704085104,4.0,1.0,337437.8102178937,,8866.0
1014,current,F,25,242.0,11828.256520689754,20636.981255936298,7198.4385794663585,7.0,4.0,23.0,10.0,4.0,10.0,75068.0,,,,,,,,,251644.18725762088,549455.5981224879,35.0,5.0,581187.4576325569,1068226.3070749848,620250.3334299568,1.0,12.0,323290.6938641033,85532.94810184403,612174.8857677915,7.0,17.0,448911.8599164522,,14093.0
19809,saving,M,37,900.0,,,,3.0,7.0,10.0,,,,33548.0,,,,,,,,,667433.9711507644,515182.47709249,1.0,1.0,33198.443643081504,658001.7284571013,177554.3888997664,1.0,5.0,273232.24289210053,924005.4959223508,1445961.1490295522,3.0,15.0,209111.94184260862,,10799.0
18184,saving,M,42,719.0,6955.307038910592,14759.765616044593,3956.341273993573,32.0,30.0,31.0,4.0,2.0,4.0,232504.0,1.0,,,,,,,,464281.98531592655,209750.7228050052,12.0,2.0,266153.508329501,1098068.3327446,1008657.4628507431,1.0,12.0,167237.4186806957,20907.058549948302,117082.08502665508,5.0,15.0,566497.4143845679,,4916.0
15073,current,M,25,700.0,,5215.124896502541,,5.0,15.0,16.0,,2.0,,68154.0,,,,,,,,,96745.39083858918,522938.01643609133,3.0,2.0,302053.5411404118,1048564.1758661462,424771.79398612416,4.0,11.0,603318.2446107769,1883660.347061359,1706019.180922191,6.0,14.0,450386.85254591703,,16639.0
16815,saving,F,43,515.0,,,,5.0,4.0,26.0,,,,96603.0,,,,,,,,,64016.187793099554,626549.9315162303,17.0,1.0,334172.7672477082,964554.50236656,911548.0630662435,2.0,2.0,110669.43435806957,969673.7105700793,790959.8237591197,3.0,8.0,578051.4300040619,,1956.0
6827,saving,M,56,509.0,9439.602507443089,,,2.0,12.0,31.0,2.0,,5.0,338577.0,,,,,,,,,523060.69184579677,513189.6072766005,2.0,3.0,477213.45579240227,616930.9569135613,914151.5326139705,1.0,7.0,544925.2084117779,181335.280572644,1591116.662988221,3.0,14.0,312243.9744763981,,7699.0
13106,current,M,32,521.0,,,,2.0,4.0,3.0,,,,49697.0,,,1.0,,,,,,,,,0.0,,,,,,,,,,,,,12986.0
14936,saving,M,33,625.0,10060.351265351263,16170.547376009848,2757.234289476516,,5.0,13.0,1.0,3.0,20.0,48381.0,,,,,,,,,643333.261154195,414386.5449289861,8.0,2.0,355865.1107306061,691233.3334289829,493600.3786759116,5.0,20.0,405077.5608075389,1713689.7754108058,247453.9583035645,4.0,47.0,614520.0885814171,,16273.0
9769,saving,M,53,418.0,,,,1.0,3.0,23.0,,,,196662.0,,,,,,,,,44045.42331893219,,5.0,0.0,,935020.980324033,559932.8805035236,1.0,1.0,388796.6923850157,1178774.0291812494,922833.1551453378,5.0,8.0,70621.54873751651,,2565.0
18152,current,M,31,225.0,,,,7.0,13.0,19.0,,,2.0,1593.0,,1.0,,,,,,,110174.1600337258,292065.4677841386,14.0,2.0,49828.26169555839,807239.276302696,1029973.1210931377,10.0,14.0,545891.152257976,843075.1015929634,1948378.7418021925,10.0,9.0,274774.93305231363,,20250.0
12063,current,M,30,243.0,273.5938902786434,8022.086820441959,2009.6588016415146,2.0,6.0,14.0,4.0,7.0,14.0,10457.0,,,,,,,,,212196.06601473808,173411.63341794515,22.0,1.0,449955.41968655185,436410.1056647415,348697.99885313096,5.0,23.0,436219.4819241565,944142.2715334352,869516.875694872,26.0,20.0,584320.1879373572,,14365.0
14776,current,M,31,285.0,11708.846249092025,,,,2.0,31.0,4.0,,2.0,88716.0,,,,,,,,,371777.63182495686,450350.8483465466,1.0,2.0,43561.27246503288,1071290.9314855528,461468.52376575937,1.0,3.0,256349.8931567059,598939.7444824376,1457795.0259817182,3.0,14.0,305929.39388021646,,16401.0
4149,current,F,34,597.0,48038.826370076415,,,11.0,6.0,10.0,1.0,,3.0,89752.0,1.0,,,,,524918.1916265946,,,109714.86451759328,267865.82352648646,8.0,2.0,175533.28779090106,688032.7016568935,,0.0,5.0,,162721.97535366027,780804.3954305256,2.0,0.0,220838.63550486907,,20384.0
18185,current,M,30,534.0,12284.149543688909,10981.652304904968,14294.255236913592,6.0,1.0,20.0,4.0,2.0,8.0,50903.0,,,,,,657736.0435780602,,,474017.63703632704,531118.6157345538,26.0,5.0,499391.1154102849,788262.2886342392,140066.2728286479,7.0,17.0,278263.6700293654,1157495.9917418738,1572156.590177811,4.0,22.0,425788.07875178655,,15583.0
18247,saving,M,43,235.0,6984.773496135356,,2000.748498278194,14.0,16.0,1.0,11.0,,6.0,102053.0,,,,,,,,,388885.9583821664,136978.31798524354,14.0,6.0,270652.25051247806,550598.8068473494,354860.50206634775,5.0,6.0,624789.6461939743,431898.09328752046,284718.2098062296,3.0,11.0,355250.0780990842,,7442.0
9005,current,M,50,752.0,,32576.480913682466,,1.0,3.0,9.0,,6.0,,410031.0,,,,,,,,,258083.6043403173,123512.34880834325,22.0,3.0,82185.7832139574,142837.25879582518,874518.4222949473,4.0,15.0,245723.95700719013,1805317.2817578425,1677139.5620503088,6.0,22.0,587684.1578139561,,61049.0
15401,current,M,35,534.0,15634.728952511177,,,2.0,1.0,31.0,1.0,,,81418.0,,,,,,,,,225792.61028517442,540888.250707095,9.0,3.0,102013.47820977253,652699.655028557,391527.4494482792,10.0,22.0,153572.59367263212,953040.3114615892,1594287.0219441936,5.0,11.0,250904.79408153807,,8688.0
5211,current,M,29,295.0,,2590.379219275762,,,1.0,32.0,,2.0,,90081.0,,,,,,,,,326577.3112491288,77071.4683378874,30.0,3.0,86081.69919252058,1072799.3870954348,502089.4050921279,7.0,21.0,315826.0827504288,1154390.1200062707,1796406.815142353,4.0,17.0,331779.84251650213,,20268.0
2340,current,F,27,634.0,,,,16.0,12.0,6.0,,,,15412.0,,,,,3813349.26159915,,,,149047.9301639893,218110.09575580983,3.0,4.0,576189.8063873628,845115.7701923774,,0.0,1.0,,,1897268.3658861744,2.0,9.0,22412.0390129579,,20008.0
